0.011951,0.010857,0.018185,-0.0063852,-0.0082501,-0.016814,0.0088238,-0.012651,0.010634
0.018529,0.018191,0.0341,0.022537,-0.014528,-0.0066635,0.017887,-0.014295,0.0062411
0.0078656,0.015269,0.03087,0.028439,-0.01079,0.0091154,0.022724,0.001612,-0.0012774
0.0068661,0.005933,0.00083174,0.033012,-0.0083233,-0.011065,0.020662,0.0066025,-0.012874
0.011079,0.0033585,-0.033822,0.011306,-0.002868,-0.016138,-0.0014437,-0.00085546,-1.677e-05
0.026472,-0.025528,-0.049943,0.0026977,0.005911,-0.01188,-0.03218,-0.0033198,0.0056272
0.013375,-0.022186,-0.027296,-0.0038803,0.010845,0.0044443,-0.02918,0.0031399,0.0088187
0.0071756,-0.0094719,-0.0065163,-0.02535,0.00049333,-0.0062291,-0.015053,0.021773,0.0097988
-0.011342,-0.0081309,-0.00075386,0.0043563,-0.0098923,-0.025232,-0.016818,-0.007882,-0.0007404
-0.017299,-0.011311,0.0057411,0.02843,-0.0027124,-0.0062356,-0.0059786,-0.012567,0.0023874
-0.020075,-0.0045447,-0.00033653,0.031981,0.0046895,0.0084395,-0.0073023,-0.027211,-0.01195
-0.01437,-0.018997,-0.029076,0.022296,0.00019741,0.0061926,-0.0062109,-0.01307,-0.020188
-0.010602,-0.0029302,-0.027689,0.010669,-0.0093262,-0.012034,-0.01423,-0.0095013,-0.012904
0.030768,0.017986,-0.024651,-0.015451,-0.013354,-0.0035238,-0.0064947,-0.0064444,-0.015745
0.038366,0.014228,-0.016681,-0.03109,-0.0084523,0.0012901,0.004065,0.012732,-0.00081881
0.016411,-0.0055116,-0.009345,-0.03382,-0.00074973,-0.0011929,-0.0014118,0.011263,0.0022516
-0.02029,-0.01508,-0.0071174,0.0020177,-0.0056512,-0.025316,-0.016375,-0.0023662,0.0010607
-0.01328,-0.002449,0.0044606,0.0099852,-0.003467,-0.014433,-0.012528,-0.0031515,0.0048074
-0.0081352,-0.0060237,-0.012471,0.005032,0.007948,0.029298,0.0023862,-0.0053385,-0.0017144
-0.0071892,-0.014924,-0.027749,0.0040121,-0.0009364,0.022305,-0.0034419,0.00058443,0.0013191
0.01584,0.013539,-0.016589,0.0048576,-0.0035572,0.0079244,-0.0036262,-7.7711e-05,0.0031378
0.032462,0.025886,-0.010633,-0.0086497,-0.0079095,0.0002125,-0.0007489,-0.013704,-0.0005675
0.025111,0.0040983,-0.00051199,-0.016994,-0.0022466,0.0028866,0.0029617,-0.021052,-0.0056878
0.022357,0.00051136,-0.00018272,-0.012028,0.0010883,0.0094656,-0.0079031,-0.020606,0.007359
0.0024226,-0.010677,-0.00056981,0.02941,0.013015,-0.010624,-0.017859,-0.0024459,0.01353
-0.0098538,-0.0089368,-0.00233,-0.0064721,0.0018386,-0.0073183,-0.0091725,-0.0036289,0.0019038
-0.0058302,-0.0040806,-0.012975,-0.002581,0.0087564,0.014661,-0.0048933,0.00362,-0.0022291
0.007834,0.0085711,0.018428,0.0062314,-0.00081198,0.018424,0.0028976,3.4034e-05,-0.0018079
0.010663,0.048107,0.017948,-0.0014878,0.0072925,0.018516,0.0017408,-0.0025362,0.00021224
0.0028464,0.0085874,-0.0062967,-0.0032371,0.00034732,-0.0018796,-0.0051269,-0.0093002,0.0020627
-0.012649,-0.015312,-0.0069638,-0.0065069,0.00017531,0.013644,-0.0032174,-0.010029,-0.0055976
-0.0097145,-0.0088905,-0.01065,-0.010403,0.0063361,0.0089331,-0.0064593,-0.021276,-0.0054101
0.0031728,-0.011467,-0.0041863,0.021432,0.020633,-0.0045302,-0.0064009,-0.0094047,0.012814
0.0083396,-0.00061403,-0.0090077,-0.0016159,0.0017949,-0.011093,-0.015932,-0.0024069,-0.0036016
0.0036947,0.008882,-0.013985,-0.0036077,0.0056536,0.0047877,-0.014697,0.0060784,-0.0027619
0.014191,0.0056381,0.013957,-0.0030413,-0.0025802,0.0034761,0.013562,0.010293,0.014595
0.0027076,0.021121,0.015509,-0.012395,-0.011241,-0.013444,0.0052722,0.0017593,-0.00061753
0.0045737,-0.0014425,-0.0026893,-0.008476,-0.010093,-0.009226,-0.0015343,-0.00050084,0.0047969
