0.0012058,-0.00078632,-0.017897,-0.020834,-0.0078268,-0.011409
-0.012535,-0.001955,-0.009482,-0.0060178,-0.016928,-0.0090486
0.014659,0.0062047,0.00063565,0.01444,-0.014927,-0.006786
0.01082,0.0092891,0.014191,0.019457,-0.014997,-0.0012545
0.0013356,0.0034099,0.02884,0.012882,0.0037238,-0.0028614
0.0024417,-0.00086111,0.0086465,0.0052085,-0.00098495,0.0025611
-0.0066317,0.0025375,0.0058201,0.033636,0.0022535,-0.0082266
0.012854,0.01349,0.018276,0.0075855,0.0009725,0.015234
0.0079957,-0.0094843,-0.013221,0.001128,0.0055662,-0.0011501
0.0016062,-0.010015,-0.017049,-0.012483,-0.0047051,-0.0019944
0.0050242,-0.0031626,-0.011178,0.0018737,-0.021636,-0.023315
0.0045473,-0.0059434,-0.0099169,-0.0046039,-0.0064275,-0.024894
-0.0019462,-0.011673,-0.0094391,-0.023152,0.00043693,-0.0074313
0.0024159,-0.0099372,-0.0083844,0.0043505,-0.0066277,-0.0042175
-0.0061767,-0.008455,-0.0064192,0.0090202,0.0054982,-0.0045595
-0.014554,-0.02,-0.0071711,-0.0078971,-0.01188,-0.014976
0.0097028,-0.014815,-0.011727,0.0095638,0.020921,-0.0072574
-0.0026102,-0.011106,-0.0014667,0.0078537,0.012212,-0.00027244
-0.0052405,-0.0003186,0.0030822,0.020916,0.01719,-0.002927
0.0016469,-0.00031391,-0.013235,0.013422,0.018562,-0.0032909
0.0031913,-0.019497,-0.012594,-0.01461,-0.0017752,0.0039276
0.00063826,0.0030978,-0.010502,0.0023749,-0.00051514,0.005808
-0.010785,-0.00317,-0.013841,-0.0046646,0.0040525,0.0057807
0.0056787,-0.012624,-0.012633,-0.0061381,-6.601e-05,0.00059591
0.011838,-0.007872,0.0057762,0.026093,0.024413,-0.010514
0.0078201,-0.0037346,0.010725,0.032265,0.01056,-0.015473
0.00084818,0.00378,0.0073917,0.028434,0.0091782,-0.007586
-0.0033147,-0.0027141,-0.0047083,0.0067936,0.01088,0.0024793
0.010019,-0.0075452,-0.011319,-0.0063391,0.003547,-0.0033359
-0.0061327,0.0020021,6.8395e-06,0.0099675,0.012225,0.014419
-0.0020805,0.00095952,-9.6738e-05,0.01103,0.007186,0.00039295
0.0070255,0.0058352,0.0010111,0.0025156,0.0059856,-0.0080792
0.0029215,-0.01289,-0.00092519,-0.0060761,-0.019166,-0.011867
0.0035551,0.0065528,0.0012562,0.0031946,0.00059418,-0.0086808
-0.00057708,0.012848,0.0091708,0.0051071,0.0051025,0.0091546
0.0043316,-0.005437,-0.0032725,0.0032802,-0.0013818,0.0011806
0.0078109,-0.0022067,-0.0090904,-0.0029173,-0.0016116,0.0038238
-0.004066,0.005807,0.0040891,0.0012235,0.018834,0.0096354
-0.007625,0.0084792,0.012705,-0.0055811,-0.0050489,-0.0056362
-0.01735,0.0013499,-0.0093289,-0.014505,-0.0032225,-0.0063951
-0.011867,-0.019166,-0.0060761,-0.00092519,-0.01289,0.0029215
