0.0081819,0.018397,0.006911,0.028732,0.011651,0.015191
0.021026,0.021062,0.01361,0.033755,0.018764,0.0018482
0.029383,0.00096179,0.0070227,0.019415,0.016575,-0.011292
0.026765,0.013601,0.0059069,0.01877,0.034931,0.0076813
0.028088,0.018512,0.0059164,0.029509,0.035598,0.01069
0.015849,0.021639,0.0027677,-0.0015319,0.012648,0.0058918
0.0085199,0.010917,-0.0053122,-0.0022476,-0.0047705,0.0079739
0.020711,0.023626,0.006604,0.0071376,-0.0022218,0.013104
0.0087122,0.0017717,0.0010741,-0.0011536,-0.0080341,0.00023257
-0.0040644,-0.0032505,0.0073199,-0.0039537,-0.011018,0.0031493
-0.0057458,-0.017333,0.012915,0.012248,0.0048822,0.014264
-0.0021752,-0.0036001,-0.0052123,-0.0063207,0.011818,0.022451
-0.0066441,-0.012089,-0.01199,-0.0032389,0.0072286,-0.0038006
-0.00096529,0.0074765,0.00089879,-0.011251,-0.016975,-0.0091395
-0.0024905,-0.0056126,-0.011583,-0.0089841,-0.0089076,0.0061348
-0.0046656,0.0035056,0.012121,0.0028765,-0.0117,0.0020401
-0.010817,-0.0060025,0.0048676,-0.0084224,-0.0044191,-0.0055948
-0.00064352,-0.0051795,0.0011586,-7.2277e-05,0.0005036,0.0052812
0.010711,-0.0026751,0.0033261,0.0012339,0.0022682,0.013132
0.012929,0.00059584,-0.0031181,-0.0096906,-0.0023158,0.0064991
-0.0084593,-0.018187,-0.012714,-0.00786,-0.0034022,-0.0093684
0.0042336,0.0046014,-0.00447,-0.010281,-0.0020638,-0.005838
0.0024223,-0.0007363,-0.001712,-0.0074997,-0.0025809,-0.0023797
-0.0048247,-0.010087,-0.0035352,-0.002512,0.0042326,0.0058409
0.0048787,-0.0064394,-0.0052328,-0.011571,-0.0096259,0.0013408
0.0019876,-0.0082991,0.0007992,0.00049134,-0.00094138,0.0063832
-0.0044226,-0.0016244,-0.0044106,-0.0048911,0.0043959,0.00042394
-0.0015522,0.003304,0.0034962,-0.0016882,-0.00395,-0.0060666
-0.0062347,-0.015686,-0.0027986,0.0047215,0.011885,-0.0060525
0.0029679,-0.0010472,0.0023878,0.00014446,0.014606,-0.00081314
0.014862,-7.5855e-05,-0.0084779,-0.00049416,0.00197,-0.0015895
-0.00072283,0.0021865,-0.0037993,0.016118,0.014642,0.0065546
0.023677,0.031487,0.018582,0.0075772,0.0079311,0.015653
-0.00040247,0.0015639,0.0088623,0.0065606,0.0067759,0.010248
0.0015351,-0.0013624,-0.012159,0.0046493,-0.0043301,-0.0063267
0.017455,0.0071198,0.010575,0.0043046,-0.0056669,-0.010273
-0.0059515,-0.019142,0.0039875,0.0057881,0.0020276,-0.0051776
0.011313,0.0099639,0.0029386,-0.0021619,0.0017211,-0.0018632
-0.0030188,0.0010706,0.0087341,0.014599,0.012312,-0.0018508
0.0021227,0.0012284,0.0070347,0.015621,0.019632,0.0035329
0.025896,0.018055,0.011938,0.021547,0.017553,0.012978
0.014389,0.0050312,0.0099992,0.0097687,0.0018123,-0.0055197
0.00068344,0.0050854,0.012972,0.0057129,-0.0054633,-0.010067
0.010318,0.010057,0.0070862,-0.0094442,-0.0081563,-0.0088371
0.0073248,-0.0026369,0.0021109,-0.0063698,-0.0016119,-0.0023687
0.010535,0.0043314,-0.0072186,-0.0051109,-0.012316,-0.0006315
-0.0096482,0.0059028,0.0030884,0.0066463,0.011569,0.010141
-0.0053139,-4.7957e-05,-0.0019347,0.0059662,0.0076542,0.0016683
0.012846,0.012197,-0.0055431,-0.00086972,-0.0066811,-0.013159
-0.0011882,0.013501,0.0016587,0.0046006,0.002632,-0.0042726
0.0031321,0.0031821,0.0014411,0.0019363,-0.015724,-0.01171
0.0055651,0.0068994,0.0050084,0.010873,0.0018614,0.0099443
-0.0016072,-0.011855,0.014454,0.012681,0.003107,0.0070167
